DATASET;Restaurant1;Restaurant2;Restaurant3;Restaurant4;Restaurant5;Restaurant6;Restaurant7;Restaurant8;Restaurant9;Restaurant10;Restaurant11;Restaurant12;Restaurant13;Restaurant14;Restaurant15;Restaurant16;Restaurant17;Restaurant18;Restaurant19;Restaurant20;Restaurant21;Restaurant22;Restaurant23;Restaurant24;Restaurant25;Restaurant26;Restaurant27;Restaurant28;Restaurant29;Restaurant30;Restaurant31;Restaurant32;Restaurant33;Restaurant34;Restaurant35;Restaurant36;Restaurant37;Restaurant38;Restaurant39;Restaurant40;Restaurant41;Restaurant42;Restaurant43;Restaurant44;Restaurant45;Restaurant46;Restaurant47;Restaurant48;Restaurant49;Restaurant50;Restaurant51;Restaurant52;Restaurant53;Restaurant54;Restaurant55;Restaurant56;Restaurant57;Restaurant58;Restaurant59;Restaurant60;Restaurant61;Restaurant62;Restaurant63;Restaurant64;Restaurant65;Restaurant66;Restaurant67;Restaurant68;Restaurant69;Restaurant70;Restaurant71;Restaurant72;Restaurant73;Restaurant74;Restaurant75;Restaurant76;Restaurant77;Restaurant78;Restaurant79;Restaurant80;Restaurant81;Restaurant82;Restaurant83;Restaurant84;Restaurant85;Restaurant86;Restaurant87;Restaurant88;Restaurant89;Restaurant90;Restaurant91;Restaurant92;Restaurant93;Restaurant94;Restaurant95;Restaurant96;Restaurant97;Restaurant98;Restaurant99;Restaurant100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User2369;4,08;1,6;2,43;-2,48;2,52;-0,49;-0,1;-6,84;-2,48;2,28;2,14;-0,39;-6,84;-1,55;3,64;-5,53;-0,63;3,2;-1,02;-1,99;0,39;-0,97;-0,53;-2,91;-0,15;1,12;6,26;-1,89;4,51;-2,18;2,67;-1,75;-1,21;-0,24;-1,84;6,89;-2,52;5,39;-0,63;0,15;0,34;3,2;-1,12;2,57;-0,34;1,12;-1,99;-0,83;-1,94;2,38;-2,82;0,63;-3,3;-2,04;-2,57;0,15;1,26;-4,08;-0,15;1,55;0,83;-1,94;0,49;-3,59;-0,44;-1,7;-1,02;-2,91;0,39;2,28;6,07;-0,49;-0,49;0,53;0;-0,49;-0,49;-0,49;-0,49;-0,49;-0,73;-0,58;-0,58;-0,58;-0,58;-0,58;-0,58;5,68;0,15;-1,8;-1,8;3,93;1,55;-3,4;4,81;4,51;5;-1,12;-0,87;2,4,,
User2370;99;99;99;99;-2,77;-0,63;2,72;2,14;99;-2,57;99;99;1,55;-2,23;-2,72;-2,72;-0,53;-0,68;-0,68;-6,12;0,83;-6,21;3,3;99;99;99;1,75;-0,49;4,13;99;2,18;3,79;1,21;2,23;-0,44;1,7;99;-0,05;0,73;-2,48;99;3,2;99;99;1,02;-1,99;-5,78;4,22;4,13;2,72;99;99;-0,44;-3,54;0,68;2,67;99;99;99;99;2,91;3,01;1,55;99;1,41;1,46;-4,22;0,68;-0,49;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;2,91;99;-0,73;99;99;-4,81;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User2371;99;99;99;99;-4,17;99;2,96;-6,21;99;2,52;99;99;-4,71;99;2,23;-4,17;-6,21;3,45;-2,67;-0,83;-8,74;1,6;-3,25;99;3,2;0,73;5;99;-3,93;99;-4,22;-4,17;99;3,2;5,34;6,26;99;-3,25;99;-4,81;99;-1,84;99;99;-5,92;-6,31;4,81;4,47;-8,3;1,99;99;99;4,17;0,49;-4,08;6,84;99;99;99;-1,7;3,74;-4,22;99;99;3,11;3,35;99;2,38;4,85;4,17;99;99;99;99;99;2,62;99;99;99;99;99;99;99;99;99;99;99;99;2,52;99;99;3,93;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User2372;-2,67;-4,27;1,31;-4,95;3,59;0,83;-8,01;-0,19;0,39;-5,15;7,77;5,49;6,12;-2,86;8,06;4,9;-0,15;5,87;8,79;8,11;7,96;-0,29;8,88;-9,66;2,91;-3,06;0,39;8,54;5,39;8,16;-3,16;0,87;8,64;1,65;4,03;0,53;3,79;8,01;-6,21;-4,03;-2,72;-3,2;1,65;-0,1;4,71;5,19;1,7;-6,6;7,86;-1,8;-4,51;-3,11;3,3;8,4;-3,83;7,48;8,35;2,38;8,25;1,89;8,25;8,59;8,83;-5,05;-9,03;-3,45;0,05;1,31;-6,5;-0,92;4,66;4,56;-5,15;1,21;-4,27;1,12;-4,03;8,59;-3,98;-7,09;7,04;6,46;-3,01;7,38;-3,93;6,75;8,16;6,84;7,67;4,61;2,04;-3,2;6,07;-4,85;3,2;6,26;8,25;1,65;-0,29;-5,97
User2373;99;99;99;99;3,74;99;5,29;0,53;99;6,84;8,74;-4,17;0,39;3,25;2,72;-2,14;-3,5;-7,48;1,65;-1,5;-2,23;99;-5,83;99;99;99;8,2;1,07;5;99;-4,42;1,21;99;2,28;7,57;6,41;99;6,84;-4,81;5,63;99;0,34;99;4,61;3,16;5;99;-3,11;-1,17;6,94;99;99;5,83;0,58;-2,52;-0,29;99;99;99;99;-1,94;4,47;99;99;-0,92;-2,62;99;5,68;2,04;-8,11;99;-2,09;99;99;-4,85;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User2374;99;99;99;99;3,59;0,49;3,79;0,83;99;99;99;99;0,83;99;2,67;-6,7;-5,97;1,84;-5,05;-5,34;4,76;-1,99;99;99;0;99;6,89;4,81;5,78;99;4,51;3,25;99;99;7,43;4,42;99;2,72;99;4,32;-1,55;1,07;99;99;5,58;3,4;1,07;99;2,72;6,26;99;99;1,5;3,69;99;5,34;99;99;99;99;4,81;6,12;99;99;1,55;5,29;99;4,08;5,97;99;4,27;99;99;99;99;99;99;99;-4,17;99;99;99;99;99;99;99;99;99;99;99;99;99;5,29;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User2375;99;99;99;99;-9,95;99;-0,29;6,75;99;-9,08;99;-4,08;6,75;99;7,91;-8,2;3,64;8,54;8,06;8,06;8,11;-8,3;-8,69;99;6,94;6,07;-7,77;8,69;8,93;1,99;-6,6;9,32;-5,44;99;8,5;4,61;99;4,27;6,31;-7,52;99;8,93;99;99;6,6;99;5,19;8,01;8,69;8,64;99;99;3,69;7,18;99;6,21;99;99;7,52;7,57;6,07;7,52;-2,77;99;-8,3;6,21;99;6,6;7,52;99;99;8,5;-1,07;99;99;99;99;99;99;99;8,74;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User2376;99;99;99;99;-6,17;99;-6,17;-5,29;99;99;99;99;-1,89;99;-1,12;-7,67;-0,1;3,2;1,5;-6,31;-7,48;-7,57;99;99;-1,31;7,38;6,21;-2,67;6,12;99;7,18;4,08;99;99;4,61;4,56;99;6,31;99;99;99;-4,9;99;99;-0,49;4,95;-1,7;-1,41;5,15;1,36;99;99;3,69;3,88;99;8,25;99;99;99;99;-2,52;7,18;99;99;0,49;2,72;99;-7,62;-9,47;99;99;99;99;99;-3,74;99;99;99;99;99;-0,58;99;99;99;99;99;99;99;99;99;99;-5,19;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User2377;8,98;6,75;1,26;99;-3,74;3,54;1,36;-7,86;99;-2,57;0,53;3,54;-1,6;-9,13;-0,83;-9,51;-7,82;-2,57;-1,75;0,87;-6,5;0,87;-5,78;99;4,42;-4,81;3,16;-5,68;3,35;-3,88;0,24;4,37;-9,13;2,09;-3,74;0,44;4,17;3,54;4,22;4,66;-8,88;-8,2;-8,74;99;-3,01;2,77;-0,92;2,82;-3,06;4,32;-0,83;-6,36;1,8;-7,82;1,89;1,8;99;99;4,95;-5,73;5,83;3,4;0,29;0,1;-6,31;-5,68;-9,56;-8,35;-7,14;-9,42;-9,37;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User2378;-9,81;-6,99;-0,24;-8,5;0,19;-1,6;0,97;2,33;-9,81;-9,95;1,26;1,46;-6,6;3,79;-5,15;-9,81;-2,18;2,23;2,14;5,83;1,26;2,62;-9,81;-9,81;-9,56;1,41;2,62;0,87;3,83;-0,24;1,7;3,45;-9,81;-2,72;9,37;0,49;-9,81;-9,81;1,02;1,41;-6,8;4,47;-9,81;-9,81;-3,4;-9,9;1,02;2,23;9,22;9,27;-1,75;-2,82;2,57;6,6;-9,95;3,4;-9,81;-9,81;-4,51;-9,42;7,18;6,17;-4,42;-9,81;6,46;5,58;-9,81;7,43;1,26;-7,77;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;1,41;99;99;99;-4,51;99;99;99;-8,64;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,
User2379;2,18;-2,18;-2,43;-4,22;-8,59;0;-4,17;-5,29;-0,63;0,39;-0,05;-1,84;0,78;-2,43;4,85;-9,76;-8,88;-6,7;1,55;-5,1;-2,77;0,19;0,92;2,67;0,05;-0,19;1,31;-0,34;-2,48;0,19;0,05;0,73;-8,3;0,24;-1,94;0,15;-2,86;1,6;-0,58;-1,99;-7,82;-3,5;1,12;-5,05;1,02;0;-3,06;-0,19;0,05;1,36;0,83;0,15;-1,55;0,29;0,49;1,5;1,21;-7,43;-3,16;2,23;0,1;-0,34;-0,19;-2,04;0,87;-3,45;-5,1;0,24;-4,03;-1,75;99;99;99;99;99;99;99;99;99;99;99;99;-0,87;99;99;99;-4,27;99;99;99;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User2380;99;99;99;99;6,46;99;8,4;1,65;99;99;99;99;3,06;99;-7,67;2,72;-4,17;-1,8;6,36;0,19;-2,43;99;99;99;99;99;8,2;7,62;7,33;99;9,13;-0,24;99;99;8,01;6,84;99;99;99;-2,82;99;6,94;99;99;7,96;-3,64;99;5,78;7,48;6,5;99;99;4,81;7,91;99;6,5;99;99;99;99;8,98;8,3;99;99;7,38;9,08;99;8,64;5,24;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;4,56;99;99;99;99;99;99;99;6,17;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User2381;7,82;7,67;-6,99;7,86;5,49;-0,19;0;-0,1;7,57;8,11;1,55;-4,08;-0,63;-6,55;-6,55;7,72;-7,38;7,43;-3,3;-0,24;-0,49;7,28;1,21;8,2;0,1;-5;4,61;-1,31;0,68;7,67;-6,26;6,6;8,59;-4,76;-5,24;0,19;-1,12;-0,58;0,73;7,48;-6,8;3,93;-1,02;7,86;-7,14;7,38;-1,31;7,67;-0,39;7,52;-4,47;-5,87;3,25;-1,6;-0,83;-5;7,96;7,82;-6,55;7,82;-0,92;1,65;-5,34;-4,17;8,3;-1,17;3,35;-0,68;-6,6;-5,1;-4,47;-5,29;-0,73;-0,68;7,48;-0,49;-1,21;5,15;8,2;-0,15;-0,15;-0,19;0,29;6,46;6,46;6,12;6,07;8,01;8,54;5,29;6,84;5,29;-6,07;3,35;-6,7;7,86;5,19;2,23;-5,63;-5,53,,,
User2382;5,63;5,78;5,49;5,1;-3,69;5,44;0,63;4,22;5,53;8,59;-8,54;5,68;-4,37;6,31;5,87;1,5;-7,09;-7,33;-4,56;-7,14;3,69;8,3;0,44;5,1;-7,33;6,36;7,38;5,87;8,83;5,53;1,8;-0,44;5,53;7,23;7,23;8,74;-7,18;9,17;5,92;6,02;6,8;3,79;5,24;8,74;4,03;1,02;3,45;-2,14;0,05;2,67;5,24;5,53;3,16;-2,72;6,7;-1,55;5,53;5,34;5,24;0,15;8,59;-2,52;5,73;5,49;1,02;6,89;5,24;-2,33;2,33;5,34;7,18;6,99;6,65;-6,8;-7,43;7,04;6,7;6,75;7,38;7,52;7,57;5,34;0,49;5,29;5,44;5,34;5,63;6,12;6,26;5,63;5,63;5,83;4,9;5,87;5;6,12;6,02;6,07;6,07;5,39,
User2383;1,65;3,54;1,7;2,96;-2,28;4,27;-2,38;1,89;3,01;-3,11;2,72;2,09;-0,44;4,27;5,83;-3,2;1,17;2,09;2,91;1,31;1,99;8,11;2,82;3,83;2,62;3,25;2,82;4,08;5;2,57;1,17;1,8;-6,36;4,9;3,2;-6,5;-5,73;2,67;-0,49;-4,76;-3,06;4,13;1,36;1,8;6,7;5,53;2,33;6,8;3,16;-0,53;-1,46;3,16;6,89;2,38;4,17;2,91;3,16;-0,49;2,57;-5,1;3,59;2,96;2,33;-3,01;4,42;1,84;4,27;2,52;1,65;-0,15;-5,53;4,9;2,72;-1,46;1,8;7,04;3,06;1,02;3,01;3,2;1,84;2,18;1,8;1,17;-0,05;2,14;4,76;4,08;3,54;3,35;3,16;3,2;3,35;0,97;3,5;7,72;2,43;1,5;3,54;-1,8,
User2384;3,35;-6,89;-2,04;-5,44;3,25;-4,22;1,94;0,73;4,9;-3,11;3,74;-3,88;2,62;-3,01;2,62;2,67;0,73;3,4;3,11;1,36;2,38;4,81;-4,13;-1,89;-5,15;3,2;2,67;-3,88;4,03;-5,15;-3,59;-0,05;-5,34;1,46;3,45;0,19;-2,28;2,52;-2,43;-2,52;2,86;4,85;-2,33;-2,62;-5,29;4,17;-5,49;1,94;-0,68;5,15;-1,89;-2,33;-7,82;-6,21;4,47;3,35;-0,49;-0,92;-0,39;-2,43;0,29;0,97;-1,89;-2,48;2,48;-0,92;1,41;3,35;3,93;-3,98;-5,24;-5,29;-5,78;-5,68;-5,49;-5,15;3,01;-4,76;3,5;-4,17;2,67;-5,92;-5,44;-3,74;5,29;3,11;2,82;6,26;-5,39;-6,07;-5,58;-7,72;6,41;4,56;-7,62;-5,44;-8,25;-6,12;-8,45;-8,35
User2385;99;99;99;99;5,15;-5,53;0,78;5,44;99;-3,98;1,89;-1,36;-5,63;5,05;-2,72;-3,93;2,38;-0,24;-8,79;0,83;6,75;-4,85;-7,96;99;-0,19;5,97;5,05;2,62;8,25;99;2,96;7,23;99;5,49;4,32;7,72;99;3,35;4,32;8,79;99;5;99;-4,81;5,29;8,54;-0,44;8,06;-0,19;8,59;3,35;5,34;4,56;7,77;99;-2,52;99;99;99;99;7,96;4,56;99;99;7,67;-1,65;99;1,36;5,87;-2,77;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;1,75;99;99;99;99;99;1,17;-3,83;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User2386;99;99;99;99;-4,13;2,52;0,73;2,04;99;3,93;3,64;4,22;3,45;3,79;6,75;-2,86;-3,64;3,59;-0,34;-1,6;3,69;6,17;3,3;99;3,83;3,88;7,38;2,67;7,04;99;4,66;3,2;1,02;3,98;4,08;4,81;3,3;5,44;3,3;4,61;99;4,61;-1,46;2,77;2,23;3,88;3,93;1,75;3,54;5;99;3,98;5,83;0,97;4,47;4,27;99;99;3,3;3,01;2,86;5,44;4,71;99;5,19;6,07;99;3,88;3,93;3,69;99;99;99;99;99;99;99;99;99;1,02;99;99;99;99;99;99;99;99;99;0,68;99;99;99;99;99;99;3,59;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User2387;-0,39;-4,66;7,82;2,09;-6,46;2,23;4,32;7,96;3,59;7,38;6,65;-7,14;-0,97;5,53;-6,07;-6,07;3,01;-3,79;0,39;-0,97;5,83;3,64;7,72;5,34;1,7;-5,83;-7,72;6,94;-3,16;5,73;-3,69;3,59;5;3,93;3,11;3,06;-5,83;0,1;7,14;2,72;6,26;6,46;8,88;0,39;5;3,01;5,92;7,18;-8,4;-4,71;-4,51;-5,58;2,52;6,94;4,27;-5,87;1,75;0,78;-8,54;8,25;-4,37;5,87;3,35;5,87;0,73;-9,03;5,68;-1,36;6,75;0,53;-7,86;4,17;-1,12;-0,19;2,72;-4,37;-3,3;3,45;-0,97;-1,65;0,58;4,32;1,7;6,6;-1,94;5;-0,97;6,55;8,88;3,93;5,19;7,91;3,06;7,91;7,23;5,39;8,45;5,49;5,78;0,24,,,
User2388;5,97;8,11;-9,61;-7,82;3,93;5,78;3,69;-8,25;7,96;1,46;-6,41;6,55;-8,5;7,77;0,73;6,07;5,44;5,68;-6,21;-6,55;4,85;6,55;8,88;5,97;8,25;7,82;6,65;-7,77;5,83;-7,48;5,97;-5,63;-9,76;9,13;5,15;4,76;-6,75;7,33;-6,12;6,99;7,23;7,18;1,07;-7,57;-3,25;6,99;6,31;2,91;1,75;7,38;-7,82;-7,86;5,19;5;7,28;5,34;-9,71;6,7;6,21;5,53;4,37;-8,45;-6,7;6,07;7,82;5,78;8,79;-7,82;4,08;-7,67;9,22;6,99;6,31;7,62;-7,38;0,97;6,21;8,35;8,64;-8,25;8,11;7,77;8,88;-8,98;-8,98;8,35;8,5;8,59;7,72;-8,2;8,69;7,72;1,75;8,64;6,99;6,65;7,82;6,7;6,5;6,84,
User2389;-5,97;8,88;-8,16;6,75;8,5;2,91;-1,12;7,33;7,82;9,17;8,5;7,77;9,22;1,5;-5,05;3,11;1,89;2,23;6,41;6,8;-7,33;7,72;9,22;9,08;4,9;-0,53;0,44;9,08;-1,84;2,96;-0,68;2,38;9,32;-4,51;2,77;8,06;9,17;5,53;5,53;-9,81;8,93;0,78;7,91;-6,07;8,98;4,56;3,45;6,89;9,17;-0,58;9,17;6,31;0,29;7,57;7,28;-7,62;-0,15;-6,55;9,13;8,11;8,83;8,16;9,32;9,17;8,79;7,09;8,01;8,25;-3,11;1,94;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;6,75;9,37;99;99;5,19;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,
User2390;2,04;3,45;1,6;3,93;0,05;3,2;7,09;5,1;0,73;6,41;8,01;1,94;3,11;3,35;1,07;-4,03;2,18;2,09;2,48;3,16;0,73;1,46;0,63;-1,75;2,38;5,44;1,46;-1,7;6,07;-2,14;0,19;2,04;2,28;2,91;4,03;0,68;2,28;6,75;1,41;4,66;0,73;5,44;-2,23;1,6;2,38;4,9;1,26;1,84;0,63;5,05;-3,2;2,52;2,23;0,87;2,72;2,67;-0,58;-2,57;-0,1;2,14;1,02;-0,53;1,94;-1,02;-2,67;-2,67;1,36;-2,48;-3,59;1,07;-0,19;1,8;-2,62;-2,09;-0,29;4,37;-4,61;-3,35;-2,33;-2,62;0,53;2,04;3,2;3,69;3,11;2,04;0,29;0,68;1,12;-0,78;-0,44;0,87;3,3;4,47;0,78;-2,23;0,49;1,07;4,37;1,7
User2391;1,12;2,67;2,38;-1,65;-5,24;0,49;1,46;1,99;3,06;3,16;0,97;0,83;-5,53;0,29;-0,19;-0,87;-2,57;3,54;-2,57;-2,28;-0,97;1,89;1,6;0,68;1,55;0,68;0,63;-0,44;4,22;0,83;0,44;3,74;0,73;0,97;4,47;4,95;2,72;0,78;0,49;0,34;-1,89;-0,53;-0,87;-0,19;1,17;1,6;1,99;-0,39;3,74;2,38;-3,69;-3,69;2,62;1,31;0,68;2,33;1,94;0,92;1,46;0,63;1,55;3,79;2,91;1,07;-0,05;4,37;-1,26;2,48;3,2;0,05;99;99;99;99;99;99;99;99;99;99;-4,03;99;99;99;99;99;99;99;99;99;99;3,54;99;99;99;99;1,99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,
User2392;3,54;2,48;-9,17;-9,81;-9,27;4,66;9,13;-9,32;5,29;-6,5;4,85;7,57;-2,04;1,55;-6,5;-9,95;-9,42;-9,08;-8,88;3,88;-4,03;4,32;-5,68;-9,76;-2,52;8,25;1,55;-3,5;2,86;0,1;3,35;-4,81;-9,9;-0,97;5,83;8,98;-0,68;-9,27;6,41;-0,1;-4,81;3,69;-6,12;-9,85;0,39;0,53;1,5;3,35;5,92;2,23;4,17;-3,01;6,17;4,85;2,43;4,22;-9,9;-9,66;3,2;-5,29;1,84;3,35;-0,83;-9,47;1,41;-8,88;-9,85;3,74;3,01;-3,54;99;99;99;99;99;-0,44;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User2393;99;99;99;99;0,58;99;2,09;-3,11;99;99;99;-1,99;2,48;99;-0,68;-5,49;0,53;-0,97;0,29;-5;0,92;99;-5,29;99;99;99;9,22;-1,5;9,08;99;5,78;-5,1;99;99;9,17;8,4;99;-2,09;7,23;99;99;99;99;99;-3,4;99;-1,89;0,24;2,72;8,35;99;-3,64;-4,37;2,09;99;1,26;99;99;99;2,14;-0,19;-1,99;99;99;8,88;7,18;99;2,72;3,16;-5,05;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;3,35;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User2394;99;6,21;99;99;-9,42;5,19;4,66;1,8;99;-3,64;4,17;9,17;1,75;-2,67;-6,7;-9,61;-2,52;1,84;-4,32;-4,66;-2,23;8,74;3,5;99;-1,94;5,63;-0,83;0,58;8,16;99;-0,73;-1,02;99;5,44;2,33;2,91;99;8,83;-1,46;-3,01;99;6,21;99;99;1,99;-6,41;6,12;1,94;8,59;3,59;4,32;-4,17;1,12;3,69;99;3,01;99;-3,5;99;99;3,11;4,32;5,73;3,59;8,74;5,44;99;-1,55;-3,06;1,7;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;2,28;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User2395;5,63;4,76;5,29;5,15;-2,09;4,95;-2,09;-6,31;4,76;5,39;5,05;5,49;-1,46;5,05;-2,14;-2,18;3,16;-3,93;-1,65;-2,04;7,43;5,05;4,42;4,95;5,44;5,44;4,32;5,58;1,31;5,68;5,92;5,19;4,61;4,9;2,52;6,26;5,24;0,19;5,24;5,1;5,92;5,39;-4,51;0,29;4,61;4,61;5,34;6,07;6,36;2,09;6,65;4,95;5,53;5,58;4,32;5,83;-1,7;-1,36;1,89;5,92;5,83;6,07;4,37;0,78;5,87;5;5,87;6,5;3,25;5,44;2,18;3,69;3,54;-2,57;3,25;3,11;2,67;2,48;2,86;3,3;3,74;1,07;4,56;2,96;3,06;1,41;3,88;2,14;3,93;-0,24;-0,58;0,49;-0,29;4,42;0,49;-0,78;0;5,1;1,8;5,15,,
User2396;-0,34;4,17;0,58;4,81;1,31;8,79;-3,69;-8,25;-3,98;1,6;8,83;5,05;-6,36;7,96;-6,36;-6,36;0,73;0,24;4,51;4,27;2,18;4,08;7,14;0,15;3,3;-1,07;0,29;5,73;0,49;4,17;2,38;1,17;4,17;7,04;5,87;1,46;-0,34;-1,21;8,88;-2,48;4,17;9,08;0,58;-9,71;0,97;-5,19;3,01;0,92;7,57;6,8;3,16;1,55;6,41;4,66;2,18;7,62;-8,64;2,91;4,17;1,41;7,86;6,8;2,09;0,15;8,4;5,73;-3,35;8,5;-1,26;1,65;7,77;7,38;6,12;6,12;4,37;4,37;4,37;7,62;7,62;8,79;8,45;7,38;7,86;1,84;5,19;-2,04;6,02;7,43;8,3;2,18;1,55;1,36;6,94;2,62;6,94;6,94;7,33;5,87;5,1;6,2
User2397;99;99;-0,29;-0,29;2,04;2,04;-0,29;2,23;99;-0,1;2,62;1,26;-0,29;2,62;3,2;0,1;8,06;1,46;1,07;3,59;0,68;2,62;-0,29;99;2,82;2,62;2,04;1,65;2,82;0,1;1,26;1,07;-0,29;0,49;2,62;2,62;-0,29;1,07;1,26;1,26;4,17;2,62;-0,29;99;-0,29;2,62;4,37;1,84;0,87;2,82;-0,29;2,62;1,65;0,29;-0,29;2,62;99;99;-0,29;-0,29;2,62;3,98;2,62;1,07;3,2;3,4;-0,29;1,65;2,82;1,26;3,79;99;99;99;99;99;99;1,84;99;99;1,26;99;99;99;99;99;99;99;99;99;99;99;2,82;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User2398;3,4;2,18;3,16;-5,63;2,18;2,77;-5,58;7,09;-0,68;4,95;3,59;3,3;-8,35;2,72;-6,6;-8,54;-1,26;-4,95;4,03;3,01;-2,33;4,85;-5,39;2,72;-1,65;3,45;3,2;-4,42;-6,94;3,16;-4,47;4,08;1,41;1,07;-5,29;3,93;-8,59;4,37;0,29;0,39;-5,19;3,45;-0,97;-8,59;3,69;4,66;2,09;0,68;-3,93;-7,28;0,58;-2,77;-7,67;3,98;3,25;4,08;-8,64;-8,83;4,71;-2,04;3,3;2,91;-2,33;3,01;6,8;4,08;1,41;-6,21;3,2;4,08;99;99;99;99;99;99;99;99;99;99;-3,11;99;99;99;99;99;99;99;1,94;99;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User2399;-0,44;-4,95;-7,14;-8,3;-3,88;1,12;-3,59;-3,69;0,92;-2,33;-2,23;0,24;-7,52;-1,41;-2,82;-0,78;-6,31;-4,9;2,72;-0,92;-0,49;0,39;-0,1;-7,62;0,24;-3,01;2,43;1,84;-2,77;-4,95;1,46;1,36;-5,05;-0,1;0,44;-3,74;-0,1;0,83;0,92;-4,95;-4,13;1,17;-4,95;-7,18;-2,14;0,39;-1,89;-1,41;-0,15;-3,25;-5,15;-5,73;-0,58;2,43;-1,99;-2,67;-8,69;-7,04;-4,47;-4,03;1,41;2,23;2,14;-0,92;2,28;1,6;0,34;1,55;3,01;-1,07;99;-0,44;-1,46;-1,99;-8,5;1,65;-2,86;-0,44;-0,19;2,91;1,46;-0,44;4,42;-4,85;-5,44;-0,15;-0,1;3,98;3,06;0,58;1,6;1,55;0,78;0,78;0,78;0,83;-1,12;-8,16;-3,06;-6,17,
User2400;1,02;0,44;1,12;1,02;-4,81;0,78;0,68;3,88;4,47;1,12;0,87;0,53;0,87;2,04;2,18;-4,13;-3,74;0,97;-2,28;-2,28;0,83;-2,48;0,63;-3,45;-2,33;0,53;2,82;1,46;-4,76;-3,01;-2,57;1,36;0,53;0,44;1,75;1,65;-2,14;1,99;2,48;-3,88;0,63;2,09;1,31;2,33;-4,47;2,96;4,32;0,05;1,94;2,77;-3,3;-3,69;3,3;2,77;1,12;2,09;1,07;-3,83;0,63;0,63;1,46;2,28;-2,18;-1,65;0,63;1,94;-1,99;-0,34;2,82;3,5;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;1,12;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
